id,isolate,country,cgST (N. gonorrhoeae cgMLST v2),LINcode (N. gonorrhoeae cgMLST v2),LINcode (N. gonorrhoeae cgMLST v2),,,,,,,,,,,LIN2,LIN3,LIN4
144414,67876,Kenya,,,,,,,,,,,,,,_,__,___
144419,67886,Kenya,,,,,,,,,,,,,,_,__,___
144426,67917,Kenya,,,,,,,,,,,,,,_,__,___
144429,67923,Kenya,,,,,,,,,,,,,,_,__,___
144430,67924,Kenya,,,,,,,,,,,,,,_,__,___
144432,67933,Kenya,,,,,,,,,,,,,,_,__,___
144438,67947,Kenya,,,,,,,,,,,,,,_,__,___
144440,67956,Kenya,,,,,,,,,,,,,,_,__,___
144444,67965,Kenya,,,,,,,,,,,,,,_,__,___
144447,67970,Kenya,,,,,,,,,,,,,,_,__,___
144448,67974,Kenya,,,,,,,,,,,,,,_,__,___
144868,M101,Lesotho,,,,,,,,,,,,,,_,__,___
144869,M107,Lesotho,,,,,,,,,,,,,,_,__,___
144870,M307,Lesotho,,,,,,,,,,,,,,_,__,___
144871,M356,Lesotho,,,,,,,,,,,,,,_,__,___
144872,M357,Lesotho,,,,,,,,,,,,,,_,__,___
144873,M422,Lesotho,,,,,,,,,,,,,,_,__,___
144874,M498,Lesotho,,,,,,,,,,,,,,_,__,___
144990,67967,Kenya,,,,,,,,,,,,,,_,__,___
144991,67973,Kenya,,,,,,,,,,,,,,_,__,___
144992,67980,Kenya,,,,,,,,,,,,,,_,__,___
144998,67990,Kenya,,,,,,,,,,,,,,_,__,___
145001,68001,Kenya,,,,,,,,,,,,,,_,__,___
147574,LS-M338,Lesotho,,,,,,,,,,,,,,_,__,___
147575,LS-M353,Lesotho,,,,,,,,,,,,,,_,__,___
147576,LS-M355,Lesotho,,,,,,,,,,,,,,_,__,___
147577,LS-M370,Lesotho,,,,,,,,,,,,,,_,__,___
147578,LS-M376,Lesotho,,,,,,,,,,,,,,_,__,___
147579,LS-M380,Lesotho,,,,,,,,,,,,,,_,__,___
147580,LS-M382,Lesotho,,,,,,,,,,,,,,_,__,___
147581,LS-M406,Lesotho,,,,,,,,,,,,,,_,__,___
147582,LS-M417,Lesotho,,,,,,,,,,,,,,_,__,___
147583,LS-M424,Lesotho,,,,,,,,,,,,,,_,__,___
147584,LS-M433,Lesotho,,,,,,,,,,,,,,_,__,___
147585,LS-M446,Lesotho,,,,,,,,,,,,,,_,__,___
147586,LS-M468,Lesotho,,,,,,,,,,,,,,_,__,___
147587,LS-M487,Lesotho,,,,,,,,,,,,,,_,__,___
147588,LS-M495,Lesotho,,,,,,,,,,,,,,_,__,___
147589,LS-M502,Lesotho,,,,,,,,,,,,,,_,__,___
147590,LS-M503,Lesotho,,,,,,,,,,,,,,_,__,___
147591,LS-M535,Lesotho,,,,,,,,,,,,,,_,__,___
147592,LS-M540,Lesotho,,,,,,,,,,,,,,_,__,___
150066,M421,Lesotho,,,,,,,,,,,,,,_,__,___
150067,M105,Lesotho,,,,,,,,,,,,,,_,__,___
150068,M109,Lesotho,,,,,,,,,,,,,,_,__,___
150069,M111,Lesotho,,,,,,,,,,,,,,_,__,___
150070,M420,Lesotho,,,,,,,,,,,,,,_,__,___
150071,M429,Lesotho,,,,,,,,,,,,,,_,__,___
150072,M352,Lesotho,,,,,,,,,,,,,,_,__,___
150073,M423,Lesotho,,,,,,,,,,,,,,_,__,___
154263,LLL001,South Africa,32544,0_0_23_38_0_0_0_0_0_0_0,0,0,23,38,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_38
154264,LLL002,South Africa,9329;32545;33284,0_0_23_2_0_0_0_0_0_0_0,0,0,23,2,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_2
154265,LLL003,South Africa,32546,0_0_25_2_0_0_0_0_0_1_0,0,0,25,2,0,0,0,0,0,1,0,0_0,0_0_25,0_0_25_2
154266,LLL004,South Africa,32547,0_18_23_3_0_0_0_0_0_0_0,0,18,23,3,0,0,0,0,0,0,0,0_18,0_18_23,0_18_23_3
154267,LLL005,South Africa,32548,0_0_25_0_1_0_0_0_0_0_0,0,0,25,0,1,0,0,0,0,0,0,0_0,0_0_25,0_0_25_0
154268,LLL006,South Africa,9177;26999;32549;33261,1_1_17_4_3_0_0_0_0_0_0,1,1,17,4,3,0,0,0,0,0,0,1_1,1_1_17,1_1_17_4
154269,LLL007,South Africa,32550,1_1_17_4_1_0_0_0_0_1_0,1,1,17,4,1,0,0,0,0,1,0,1_1,1_1_17,1_1_17_4
154270,LLL008,South Africa,32551,1_1_17_4_0_0_0_0_0_0_0,1,1,17,4,0,0,0,0,0,0,0,1_1,1_1_17,1_1_17_4
154271,LLL009,South Africa,32552,0_0_18_23_5_0_0_0_0_0_0,0,0,18,23,5,0,0,0,0,0,0,0_0,0_0_18,0_0_18_23
154272,LLL010,South Africa,32553,1_1_70_0_0_0_0_0_0_0_0,1,1,70,0,0,0,0,0,0,0,0,1_1,1_1_70,1_1_70_0
154273,LLL011,South Africa,26011;26750;32554,1_1_27_6_12_0_0_0_0_0_0,1,1,27,6,12,0,0,0,0,0,0,1_1,1_1_27,1_1_27_6
154274,LLL012,South Africa,32555,1_1_27_6_1_0_0_0_0_1_0,1,1,27,6,1,0,0,0,0,1,0,1_1,1_1_27,1_1_27_6
154275,LLL013,South Africa,32556,1_1_27_2_0_0_0_0_0_1_0,1,1,27,2,0,0,0,0,0,1,0,1_1,1_1_27,1_1_27_2
154276,LLL014,South Africa,32557,1_1_17_4_4_0_0_0_0_0_0,1,1,17,4,4,0,0,0,0,0,0,1_1,1_1_17,1_1_17_4
154277,LLL015,South Africa,32558,1_1_71_0_0_0_0_0_0_0_0,1,1,71,0,0,0,0,0,0,0,0,1_1,1_1_71,1_1_71_0
154278,LLL016,South Africa,32559,0_0_65_1_0_0_0_0_0_0_0,0,0,65,1,0,0,0,0,0,0,0,0_0,0_0_65,0_0_65_1
154279,LLL017,South Africa,32560,0_0_23_2_13_0_0_0_0_0_0,0,0,23,2,13,0,0,0,0,0,0,0_0,0_0_23,0_0_23_2
154280,LLL018,South Africa,9335;32746,1_1_17_4_2_0_0_0_0_0_0,1,1,17,4,2,0,0,0,0,0,0,1_1,1_1_17,1_1_17_4
154281,LLL019,South Africa,32561,1_1_27_6_13_0_0_0_0_0_0,1,1,27,6,13,0,0,0,0,0,0,1_1,1_1_27,1_1_27_6
154282,LLL020,South Africa,32562,0_12_12_0_0_0_0_0_0_0_0,0,12,12,0,0,0,0,0,0,0,0,0_12,0_12_12,0_12_12_0
154283,LLL022,South Africa,26124;32563,1_1_67_0_0_0_0_0_0_0_0,1,1,67,0,0,0,0,0,0,0,0,1_1,1_1_67,1_1_67_0
154284,LLL023,South Africa,32564,0_0_25_1_0_0_0_0_0_0_0,0,0,25,1,0,0,0,0,0,0,0,0_0,0_0_25,0_0_25_1
154285,LLL024,South Africa,32565,0_0_33_12_346_0_0_0_0_0_0,0,0,33,12,346,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
154286,LLL026,South Africa,32566,0_0_18_23_1_1_0_0_0_0_0,0,0,18,23,1,1,0,0,0,0,0,0_0,0_0_18,0_0_18_23
154287,LLL027,South Africa,32567,0_0_28_2_0_0_0_0_0_0_0,0,0,28,2,0,0,0,0,0,0,0,0_0,0_0_28,0_0_28_2
154288,LLL028,South Africa,32568,1_1_27_6_0_0_0_0_0_1_0,1,1,27,6,0,0,0,0,0,1,0,1_1,1_1_27,1_1_27_6
154289,LLL029,South Africa,32569,0_18_22_4_0_0_0_0_0_0_0,0,18,22,4,0,0,0,0,0,0,0,0_18,0_18_22,0_18_22_4
154290,LLL030,South Africa,32570,0_0_33_12_97_0_0_0_0_1_0,0,0,33,12,97,0,0,0,0,1,0,0_0,0_0_33,0_0_33_12
154291,LLL031,South Africa,32571,0_0_33_47_2_0_0_0_0_0_0,0,0,33,47,2,0,0,0,0,0,0,0_0,0_0_33,0_0_33_47
154292,LLL032,South Africa,32572,0_0_47_8_0_0_0_0_0_1_0,0,0,47,8,0,0,0,0,0,1,0,0_0,0_0_47,0_0_47_8
154293,LLL034,South Africa,32573,0_0_33_12_345_0_0_0_0_0_0,0,0,33,12,345,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
154294,LLL035,South Africa,32574,0_0_47_6_1_0_0_0_0_1_0,0,0,47,6,1,0,0,0,0,1,0,0_0,0_0_47,0_0_47_6
154295,LLL037,South Africa,32575,0_0_25_2_2_0_0_0_0_0_0,0,0,25,2,2,0,0,0,0,0,0,0_0,0_0_25,0_0_25_2
154296,LLL038,South Africa,32576,0_0_33_12_342_0_0_0_0_0_0,0,0,33,12,342,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
154297,LLL039,South Africa,26119;32577,0_0_28_0_0_0_0_0_0_0_0,0,0,28,0,0,0,0,0,0,0,0,0_0,0_0_28,0_0_28_0
154298,LLL040,South Africa,32578,0_0_33_12_344_0_0_0_0_0_0,0,0,33,12,344,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
154299,LLL041,South Africa,32579,0_0_33_12_89_2_0_0_0_0_0,0,0,33,12,89,2,0,0,0,0,0,0_0,0_0_33,0_0_33_12
154300,LLL042,South Africa,32580,0_0_33_12_187_0_1_0_0_0_0,0,0,33,12,187,0,1,0,0,0,0,0_0,0_0_33,0_0_33_12
154301,LLL043,South Africa,32581,0_0_33_12_343_0_0_0_0_0_0,0,0,33,12,343,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
154302,LLL044,South Africa,32582,0_18_22_4_1_0_0_0_0_0_0,0,18,22,4,1,0,0,0,0,0,0,0_18,0_18_22,0_18_22_4
154303,LLL045,South Africa,32583,0_0_23_37_0_0_0_0_0_0_0,0,0,23,37,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_37
154304,LLL046,South Africa,32584,0_18_23_4_0_0_0_0_0_0_0,0,18,23,4,0,0,0,0,0,0,0,0_18,0_18_23,0_18_23_4
154305,LLL048,South Africa,9178;26118;27000,0_16_5_0_0_0_0_0_0_0_0,0,16,5,0,0,0,0,0,0,0,0,0_16,0_16_5,0_16_5_0
154306,LLL049,South Africa,32585,0_0_25_5_0_0_0_0_0_0_0,0,0,25,5,0,0,0,0,0,0,0,0_0,0_0_25,0_0_25_5
154307,LLL050,South Africa,32586,1_1_27_2_3_0_0_0_0_0_0,1,1,27,2,3,0,0,0,0,0,0,1_1,1_1_27,1_1_27_2
154308,MMM001,South Africa,32587,0_0_18_23_6_0_0_0_0_0_0,0,0,18,23,6,0,0,0,0,0,0,0_0,0_0_18,0_0_18_23
154309,MMM002,South Africa,32588,0_0_33_12_89_3_0_0_0_0_0,0,0,33,12,89,3,0,0,0,0,0,0_0,0_0_33,0_0_33_12
154310,MMM003,South Africa,32589,0_0_33_12_99_0_0_0_0_1_0,0,0,33,12,99,0,0,0,0,1,0,0_0,0_0_33,0_0_33_12
154311,MMM004,South Africa,32590,1_1_17_4_23_0_0_0_0_0_0,1,1,17,4,23,0,0,0,0,0,0,1_1,1_1_17,1_1_17_4
154312,MMM005,South Africa,32591,0_18_22_5_0_0_0_0_0_0_0,0,18,22,5,0,0,0,0,0,0,0,0_18,0_18_22,0_18_22_5
154313,MMM006,South Africa,32592,0_0_36_1_2_2_0_0_0_0_0,0,0,36,1,2,2,0,0,0,0,0,0_0,0_0_36,0_0_36_1
154314,MMM007,South Africa,32593,1_1_17_4_22_0_0_0_0_0_0,1,1,17,4,22,0,0,0,0,0,0,1_1,1_1_17,1_1_17_4
154315,MMM008,South Africa,32594,0_0_36_1_11_0_0_0_0_0_0,0,0,36,1,11,0,0,0,0,0,0,0_0,0_0_36,0_0_36_1
154437,MRSN117488.R,Kenya,,,,,,,,,,,,,,_,__,___
154438,MRSN117489.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154439,MRSN117490.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154440,MRSN117491.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154441,MRSN117492.R1.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154442,MRSN117493.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154443,MRSN117494.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154444,MRSN117496.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154445,MRSN117498.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154446,MRSN117500.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154447,MRSN117501.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154448,MRSN117502.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154449,MRSN117503.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154450,MRSN117506.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154451,MRSN117507.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154452,MRSN117508.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154453,MRSN117509.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154454,MRSN117510.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154455,MRSN117513.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154456,MRSN117514.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154457,MRSN117515.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154458,MRSN117517.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154459,MRSN117518.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154460,MRSN117519.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154461,MRSN117520.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154462,MRSN117521.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154463,MRSN117522.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154464,MRSN117524.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154465,MRSN117525.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154466,MRSN117531.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154467,MRSN117533.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154468,MRSN117536.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154469,MRSN117538.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154470,MRSN117542.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154471,MRSN117543.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154472,MRSN117549.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154473,MRSN117550.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154474,MRSN117555.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154475,MRSN117556.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154476,MRSN117559.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154477,MRSN117560.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154478,MRSN117561.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154479,MRSN117563.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154480,MRSN117567.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154481,MRSN117570.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154482,MRSN117571.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154483,MRSN117573.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154484,MRSN117575.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154485,MRSN117577.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154486,MRSN117581.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154487,MRSN117582.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154488,MRSN117584.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154489,MRSN117586.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154490,MRSN117588.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154491,MRSN117589.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154492,MRSN117593.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154493,MRSN117595.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154494,MRSN117596.R,Kenya,,,,,,,,,,,,,,_,__,___
154495,MRSN117597.R,Kenya,,,,,,,,,,,,,,_,__,___
154597,MRSN117527.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
154598,MRSN117534.R.trimmed,Kenya,,,,,,,,,,,,,,_,__,___
155409,GP12-MUS-242,South Africa,,,,,,,,,,,,,,_,__,___
155410,GP13-MUS-070,South Africa,19477,0_0_33_12_167_0_0_0_0_0_0,0,0,33,12,167,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155411,GP13-MUS-083,South Africa,19484;34307,0_0_36_1_3_1_0_0_0_0_0,0,0,36,1,3,1,0,0,0,0,0,0_0,0_0_36,0_0_36_1
155412,GP13-MUS-096,South Africa,19486;29666;34308,0_0_23_5_1_0_0_0_0_0_0,0,0,23,5,1,0,0,0,0,0,0,0_0,0_0_23,0_0_23_5
155413,GP13-MUS-099,South Africa,34309,0_0_33_12_216_0_0_0_0_0_0,0,0,33,12,216,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155414,GP13-MUS-103,South Africa,19488,1_1_17_13_1_0_0_0_0_0_0,1,1,17,13,1,0,0,0,0,0,0,1_1,1_1_17,1_1_17_13
155415,GP13-MUS-105,South Africa,19489;34310,0_18_22_2_0_0_0_0_0_0_0,0,18,22,2,0,0,0,0,0,0,0,0_18,0_18_22,0_18_22_2
155416,GP13-MUS-107,South Africa,19490,1_1_27_6_7_0_0_0_0_0_0,1,1,27,6,7,0,0,0,0,0,0,1_1,1_1_27,1_1_27_6
155417,GP13-MUS-109,South Africa,19491;27605,0_0_28_0_1_1_0_0_0_0_0,0,0,28,0,1,1,0,0,0,0,0,0_0,0_0_28,0_0_28_0
155418,GP13-MUS-116,South Africa,19492,1_1_17_4_6_0_0_0_0_0_0,1,1,17,4,6,0,0,0,0,0,0,1_1,1_1_17,1_1_17_4
155419,GP13-MUS-120,South Africa,19493;29667,0_0_23_2_0_1_0_0_0_0_0,0,0,23,2,0,1,0,0,0,0,0,0_0,0_0_23,0_0_23_2
155420,GP13-MUS-121,South Africa,19494,0_0_33_12_204_0_0_0_0_0_0,0,0,33,12,204,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155421,GP13-MUS-129,South Africa,19495,1_1_17_4_20_0_0_0_0_0_0,1,1,17,4,20,0,0,0,0,0,0,1_1,1_1_17,1_1_17_4
155422,GP13-MUS-132,South Africa,19496;29668,0_0_23_21_0_0_0_0_0_1_0,0,0,23,21,0,0,0,0,0,1,0,0_0,0_0_23,0_0_23_21
155423,GP13-MUS-133,South Africa,19497,0_0_33_12_153_0_0_0_0_0_0,0,0,33,12,153,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155424,GP13-MUS-134,South Africa,34311,1_1_40_0_0_0_0_0_0_1_0,1,1,40,0,0,0,0,0,0,1,0,1_1,1_1_40,1_1_40_0
155425,GP14-MUS-241,South Africa,34312,0_0_33_12_351_0_0_0_0_0_0,0,0,33,12,351,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155426,15MUS-AH035,South Africa,34313,0_0_33_12_352_0_0_0_0_0_0,0,0,33,12,352,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155427,15MUS-AH077-R,South Africa,34314,0_2_71_0_0_1_0_0_0_1_0,0,2,71,0,0,1,0,0,0,1,0,0_2,0_2_71,0_2_71_0
155428,15MUS-AH080,South Africa,34315,0_0_33_12_350_0_0_0_0_0_0,0,0,33,12,350,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155429,15MUS-AH090,South Africa,34316,0_0_33_12_156_1_0_0_0_0_0,0,0,33,12,156,1,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155431,15MUS-AH129,South Africa,34318,0_0_23_3_3_0_0_0_0_0_0,0,0,23,3,3,0,0,0,0,0,0,0_0,0_0_23,0_0_23_3
155433,15MUS-AH168,South Africa,34320,0_2_85_0_0_0_0_0_0_0_0,0,2,85,0,0,0,0,0,0,0,0,0_2,0_2_85,0_2_85_0
155434,16MUS-AH017-R,South Africa,19643,0_0_33_70_0_0_0_0_0_0_0,0,0,33,70,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_70
155435,17MUS-AH017-R,South Africa,34321,0_0_33_12_355_0_0_0_0_0_0,0,0,33,12,355,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155436,17MUS-AH019,South Africa,34322,0_0_47_11_1_4_0_0_0_0_0,0,0,47,11,1,4,0,0,0,0,0,0_0,0_0_47,0_0_47_11
155437,17MUS-AH021,South Africa,34323,0_0_33_12_358_0_0_0_0_0_0,0,0,33,12,358,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155438,17MUS-AH024,South Africa,34324,0_0_47_29_0_0_0_0_0_0_0,0,0,47,29,0,0,0,0,0,0,0,0_0,0_0_47,0_0_47_29
155439,17MUS-AH026,South Africa,34325,0_0_33_12_92_9_0_0_0_0_0,0,0,33,12,92,9,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155440,17MUS-AH027,South Africa,34326,0_0_33_12_361_0_0_0_0_0_0,0,0,33,12,361,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155441,17MUS-AH029,South Africa,34327,0_0_33_12_364_0_0_0_0_0_0,0,0,33,12,364,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155442,17MUS-AH034,South Africa,34328,0_16_0_17_0_0_0_0_0_0_0,0,16,0,17,0,0,0,0,0,0,0,0_16,0_16_0,0_16_0_17
155443,17MUS-AH035-R,South Africa,34329,1_1_27_18_0_0_0_0_0_0_0,1,1,27,18,0,0,0,0,0,0,0,1_1,1_1_27,1_1_27_18
155444,17MUS-AH038,South Africa,34330,0_18_22_7_0_0_0_0_0_0_0,0,18,22,7,0,0,0,0,0,0,0,0_18,0_18_22,0_18_22_7
155445,17MUS-AH039,South Africa,34331,0_0_33_12_310_1_0_0_0_0_0,0,0,33,12,310,1,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155446,17MUS-AH041,South Africa,34332,0_16_0_1_43_0_0_0_0_0_0,0,16,0,1,43,0,0,0,0,0,0,0_16,0_16_0,0_16_0_1
155447,17MUS-AH044,South Africa,34333,0_0_23_35_0_0_0_0_0_1_0,0,0,23,35,0,0,0,0,0,1,0,0_0,0_0_23,0_0_23_35
155448,17MUS-AH047,South Africa,34334,0_0_47_6_25_0_0_0_0_0_0,0,0,47,6,25,0,0,0,0,0,0,0_0,0_0_47,0_0_47_6
155449,17MUS-AH051,South Africa,34335,0_0_47_28_0_0_0_0_0_0_0,0,0,47,28,0,0,0,0,0,0,0,0_0,0_0_47,0_0_47_28
155450,17MUS-AH052,South Africa,34336,0_0_33_179_0_0_0_0_0_0_0,0,0,33,179,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_179
155451,17MUS-AH054,South Africa,34337,0_0_33_12_363_0_0_0_0_0_0,0,0,33,12,363,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155452,17MUS-AH056,South Africa,34338,0_2_21_0_17_0_0_0_0_0_0,0,2,21,0,17,0,0,0,0,0,0,0_2,0_2_21,0_2_21_0
155453,17MUS-AH057,South Africa,34339,1_1_27_19_0_0_0_0_0_0_0,1,1,27,19,0,0,0,0,0,0,0,1_1,1_1_27,1_1_27_19
155454,17MUS-AH058,South Africa,34340,0_0_33_12_278_0_0_0_0_1_0,0,0,33,12,278,0,0,0,0,1,0,0_0,0_0_33,0_0_33_12
155455,17MUS-AH059,South Africa,34341,0_0_23_35_0_0_0_0_1_0_0,0,0,23,35,0,0,0,0,1,0,0,0_0,0_0_23,0_0_23_35
155456,17MUS-AH060-R,South Africa,34342,1_1_17_23_0_0_0_0_0_0_0,1,1,17,23,0,0,0,0,0,0,0,1_1,1_1_17,1_1_17_23
155457,17MUS-AH065,South Africa,34343,0_0_33_12_355_0_0_0_0_1_0,0,0,33,12,355,0,0,0,0,1,0,0_0,0_0_33,0_0_33_12
155458,17MUS-AH066,South Africa,34344,0_0_47_11_1_0_1_0_0_0_0,0,0,47,11,1,0,1,0,0,0,0,0_0,0_0_47,0_0_47_11
155459,17MUS-AH068,South Africa,34345,0_0_33_12_359_0_0_0_0_0_0,0,0,33,12,359,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155460,17MUS-AH069,South Africa,34346,0_0_23_40_0_0_0_0_0_0_0,0,0,23,40,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_40
155461,17MUS-AH070-R,South Africa,34347,0_0_33_12_349_0_0_0_0_0_0,0,0,33,12,349,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155462,17MUS-AH071,South Africa,34348,0_2_71_0_2_0_0_1_0_0_0,0,2,71,0,2,0,0,1,0,0,0,0_2,0_2_71,0_2_71_0
155463,17MUS-AH073-1,South Africa,34349;34350,0_0_33_12_366_0_0_0_0_0_0,0,0,33,12,366,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155464,17MUS-AH073-2,South Africa,34350,0_0_33_12_366_0_0_0_0_0_0,0,0,33,12,366,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155465,17MUS-AH074,South Africa,34351,0_0_23_41_0_0_0_0_0_0_0,0,0,23,41,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_41
155466,17MUS-AH075,South Africa,34352,0_0_33_12_354_0_0_0_0_0_0,0,0,33,12,354,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155467,17MUS-AH076,South Africa,34353,0_0_33_12_360_0_0_0_0_0_0,0,0,33,12,360,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155468,17MUS-AH098,South Africa,34354,0_2_1_26_0_0_0_0_0_0_0,0,2,1,26,0,0,0,0,0,0,0,0_2,0_2_1,0_2_1_26
155469,17MUS-AH100,South Africa,34355,1_1_17_16_1_0_0_0_0_0_0,1,1,17,16,1,0,0,0,0,0,0,1_1,1_1_17,1_1_17_16
155470,17MUS-AH101,South Africa,34356,0_0_33_12_358_1_0_0_0_0_0,0,0,33,12,358,1,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155471,17MUS-AH103,South Africa,34357,0_2_55_1_4_0_0_0_0_0_0,0,2,55,1,4,0,0,0,0,0,0,0_2,0_2_55,0_2_55_1
155472,17MUS-AH105,South Africa,34358,0_0_28_3_0_0_0_0_0_0_0,0,0,28,3,0,0,0,0,0,0,0,0_0,0_0_28,0_0_28_3
155473,17MUS-AH106,South Africa,34359,0_18_22_8_0_0_0_0_0_0_0,0,18,22,8,0,0,0,0,0,0,0,0_18,0_18_22,0_18_22_8
155474,17MUS-AH107,South Africa,34360,0_2_86_0_0_0_0_0_0_0_0,0,2,86,0,0,0,0,0,0,0,0,0_2,0_2_86,0_2_86_0
155475,17MUS-AH108-1,South Africa,34361,0_0_25_0_2_0_0_0_0_0_0,0,0,25,0,2,0,0,0,0,0,0,0_0,0_0_25,0_0_25_0
155476,17MUS-AH108-2,South Africa,34361,0_0_25_0_2_0_0_0_0_0_0,0,0,25,0,2,0,0,0,0,0,0,0_0,0_0_25,0_0_25_0
155477,17MUS-AH110,South Africa,34362,0_0_33_12_344_1_0_0_0_0_0,0,0,33,12,344,1,0,0,0,0,0,0_0,0_0_33,0_0_33_12
155478,17MUS-AH111,South Africa,34363,0_0_33_12_356_0_0_0_0_0_0,0,0,33,12,356,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
